,dia_no,turn_no,context,response,dia
1041,191,4,"user: Can you help me find a guesthouse that offers free wifi?
system: I sure can.  There are 23 guesthouse with free wifi.  Would you prefer a certain part of town?
user: I'd love something in the east, hopefully with free parking.
system: Okay, there are 5 options. Do you have a price range in mind?
user: I would like to stay in a hotel, not a guesthouse. 
system: Sounds like you are looking for express by holiday inn cambridge.  Can I reserve a room for you?
user: Yes please book that for 2 people and 4 nights starting from Tuesday. I will also need the reference number.
system: The booking was successful and reference number is ZDG5KJ7S. Is there anything else I can assist with?",user: Thank you for the booking. Can you confirm if the hotel includes free parking as well?,"user: Can you help me find a guesthouse that offers free wifi?
system: I sure can.  There are 23 guesthouse with free wifi.  Would you prefer a certain part of town?
user: I'd love something in the east, hopefully with free parking.
system: Okay, there are 5 options. Do you have a price range in mind?
user: I would like to stay in a hotel, not a guesthouse. 
system: Sounds like you are looking for express by holiday inn cambridge.  Can I reserve a room for you?
user: Yes please book that for 2 people and 4 nights starting from Tuesday. I will also need the reference number.
system: The booking was successful and reference number is ZDG5KJ7S. Is there anything else I can assist with?
user: Thank you for the booking. Can you confirm if the hotel includes free parking as well?"
1042,192,0,,"user: I'm looking for a guesthouse in the south with free parking and in the expensive price range. If not, I'll consider a cheap one. I want to book it for 5 people for 4 nights starting from Monday. If the booking fails, suggest another hotel in the same price range. Can you help me with that?","user: I'm looking for a guesthouse in the south with free parking and in the expensive price range. If not, I'll consider a cheap one. I want to book it for 5 people for 4 nights starting from Monday. If the booking fails, suggest another hotel in the same price range. Can you help me with that?"
1043,192,1,"user: I'm looking for a guest house that offers free parking.
system: I have located several guesthouses with free parking. Can you tell me the area you would like to stay in and the price range? That would help narrow our search.",user: I would like to stay in the south and in the expensive price range.,"user: I'm looking for a guest house that offers free parking.
system: I have located several guesthouses with free parking. Can you tell me the area you would like to stay in and the price range? That would help narrow our search.
user: I would like to stay in the south and in the expensive price range."
1044,192,2,"user: I'm looking for a guest house that offers free parking.
system: I have located several guesthouses with free parking. Can you tell me the area you would like to stay in and the price range? That would help narrow our search.
user: Sure.  I would like it to be in the south and in the expensive price range.
system: I'm sorry, there are no matched in the South in that price range.  The South only has moderate and cheap. ",user: How about a guesthouse in the South that is in the cheap price range then?,"user: I'm looking for a guest house that offers free parking.
system: I have located several guesthouses with free parking. Can you tell me the area you would like to stay in and the price range? That would help narrow our search.
user: Sure.  I would like it to be in the south and in the expensive price range.
system: I'm sorry, there are no matched in the South in that price range.  The South only has moderate and cheap. 
user: How about a guesthouse in the South that is in the cheap price range then?"
1045,192,3,"user: I'm looking for a guest house that offers free parking.
system: I have located several guesthouses with free parking. Can you tell me the area you would like to stay in and the price range? That would help narrow our search.
user: Sure.  I would like it to be in the south and in the expensive price range.
system: I'm sorry, there are no matched in the South in that price range.  The South only has moderate and cheap. 
user: i will take a moderate guest house with parking then.
system: I would like to recommend aylesbray lodge guest house,would that be alright with you?","user: Yes, that sounds good. Let's go ahead and book the Aylesbray Lodge Guest House for 5 people for 4 nights starting from Monday. If the booking fails, please find a different hotel in the same price range. Can you provide me with the reference number once the booking is confirmed?","user: I'm looking for a guest house that offers free parking.
system: I have located several guesthouses with free parking. Can you tell me the area you would like to stay in and the price range? That would help narrow our search.
user: Sure.  I would like it to be in the south and in the expensive price range.
system: I'm sorry, there are no matched in the South in that price range.  The South only has moderate and cheap. 
user: i will take a moderate guest house with parking then.
system: I would like to recommend aylesbray lodge guest house,would that be alright with you?
user: Yes, that sounds good. Let's go ahead and book the Aylesbray Lodge Guest House for 5 people for 4 nights starting from Monday. If the booking fails, please find a different hotel in the same price range. Can you provide me with the reference number once the booking is confirmed?"
1046,192,4,"user: I'm looking for a guest house that offers free parking.
system: I have located several guesthouses with free parking. Can you tell me the area you would like to stay in and the price range? That would help narrow our search.
user: Sure.  I would like it to be in the south and in the expensive price range.
system: I'm sorry, there are no matched in the South in that price range.  The South only has moderate and cheap. 
user: i will take a moderate guest house with parking then.
system: I would like to recommend aylesbray lodge guest house,would that be alright with you?
user: Yes, five people four nights, starting from Monday on. 
system: That wasn't available but I booked you at the Bridge Guest House.  It has everything you were looking for.  The reference number is 1AMM7M53.  ",user: Can you provide me with the contact information for the Bridge Guest House?,"user: I'm looking for a guest house that offers free parking.
system: I have located several guesthouses with free parking. Can you tell me the area you would like to stay in and the price range? That would help narrow our search.
user: Sure.  I would like it to be in the south and in the expensive price range.
system: I'm sorry, there are no matched in the South in that price range.  The South only has moderate and cheap. 
user: i will take a moderate guest house with parking then.
system: I would like to recommend aylesbray lodge guest house,would that be alright with you?
user: Yes, five people four nights, starting from Monday on. 
system: That wasn't available but I booked you at the Bridge Guest House.  It has everything you were looking for.  The reference number is 1AMM7M53.  
user: Can you provide me with the contact information for the Bridge Guest House?"
1047,193,0,,"user: Hi, do you have any recommendations for a hotel in the north that's in the moderate price range?","user: Hi, do you have any recommendations for a hotel in the north that's in the moderate price range?"
1048,193,1,"user: I am looking for a moderate price placed to say in the North side of the city please.
system: There are several that fit the bill. I could recommend Limehouse. Would you like me to help you book there, or are there other factors you'd like to consider?","user: Yes, I would like to book a room at Limehouse for 6 people for 3 nights starting from Monday.","user: I am looking for a moderate price placed to say in the North side of the city please.
system: There are several that fit the bill. I could recommend Limehouse. Would you like me to help you book there, or are there other factors you'd like to consider?
user: Yes, I would like to book a room at Limehouse for 6 people for 3 nights starting from Monday."
1049,193,2,"user: I am looking for a moderate price placed to say in the North side of the city please.
system: There are several that fit the bill. I could recommend Limehouse. Would you like me to help you book there, or are there other factors you'd like to consider?
user: As long as there is available parking I'd like to book my reservation there please.
system: I can book you at the Limehouse. when would you like the reservation?",user: I would like to book a reservation at Limehouse for 6 people starting from Monday for 3 nights.,"user: I am looking for a moderate price placed to say in the North side of the city please.
system: There are several that fit the bill. I could recommend Limehouse. Would you like me to help you book there, or are there other factors you'd like to consider?
user: As long as there is available parking I'd like to book my reservation there please.
system: I can book you at the Limehouse. when would you like the reservation?
user: I would like to book a reservation at Limehouse for 6 people starting from Monday for 3 nights."
1050,194,0,,"user: Hi, I'm looking for a place to stay for 5 people for 5 nights starting from this Saturday. The hotel should be in the moderate price range and should be a guesthouse with free parking and a 4-star rating. Can you help me find a suitable option?","user: Hi, I'm looking for a place to stay for 5 people for 5 nights starting from this Saturday. The hotel should be in the moderate price range and should be a guesthouse with free parking and a 4-star rating. Can you help me find a suitable option?"
1051,194,1,"user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?",user: I would like to stay near the city center if possible.,"user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: I would like to stay near the city center if possible."
1052,194,2,"user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: No, I really don't care what area, but I would like it to have a 4 star rating. 
system: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. ","user: That sounds great! I would like to book the Warkworth house for 5 people for 5 nights starting from Saturday. If that's not available, how about booking for 4 nights instead? And please provide me with the reference number once the booking is confirmed.","user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: No, I really don't care what area, but I would like it to have a 4 star rating. 
system: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. 
user: That sounds great! I would like to book the Warkworth house for 5 people for 5 nights starting from Saturday. If that's not available, how about booking for 4 nights instead? And please provide me with the reference number once the booking is confirmed."
1053,194,3,"user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: No, I really don't care what area, but I would like it to have a 4 star rating. 
system: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. 
user: That sounds perfect so long as it has free parking.
system: It certainly does. Would you like to make a reservation? ","user: Yes, I would like to make a reservation for 5 people for 5 nights starting from Saturday at the Warkworth house. If that's not available, how about for 4 nights? Can you please provide me with the reference number once the booking is confirmed?","user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: No, I really don't care what area, but I would like it to have a 4 star rating. 
system: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. 
user: That sounds perfect so long as it has free parking.
system: It certainly does. Would you like to make a reservation? 
user: Yes, I would like to make a reservation for 5 people for 5 nights starting from Saturday at the Warkworth house. If that's not available, how about for 4 nights? Can you please provide me with the reference number once the booking is confirmed?"
1054,194,4,"user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: No, I really don't care what area, but I would like it to have a 4 star rating. 
system: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. 
user: That sounds perfect so long as it has free parking.
system: It certainly does. Would you like to make a reservation? 
user: Yes.  I'll need it for 4 people starting on Saturday.  We'll be there for 5 nights.
system: I'm sorry, the Warkworth is unavailable for your dates. Perhaps you are flexible with your dates?",user: That's disappointing. How about if we stay for 4 nights instead starting from Saturday? Can you check availability for that?,"user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: No, I really don't care what area, but I would like it to have a 4 star rating. 
system: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. 
user: That sounds perfect so long as it has free parking.
system: It certainly does. Would you like to make a reservation? 
user: Yes.  I'll need it for 4 people starting on Saturday.  We'll be there for 5 nights.
system: I'm sorry, the Warkworth is unavailable for your dates. Perhaps you are flexible with your dates?
user: That's disappointing. How about if we stay for 4 nights instead starting from Saturday? Can you check availability for that?"
1055,194,5,"user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: No, I really don't care what area, but I would like it to have a 4 star rating. 
system: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. 
user: That sounds perfect so long as it has free parking.
system: It certainly does. Would you like to make a reservation? 
user: Yes.  I'll need it for 4 people starting on Saturday.  We'll be there for 5 nights.
system: I'm sorry, the Warkworth is unavailable for your dates. Perhaps you are flexible with your dates?
user: Well, is it available for at least 4 nights?
system: I'm sorry, four nights isn't possible either.",user: Can you please check if the Warkworth house is available for 3 nights starting on Saturday for 5 people?,"user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: No, I really don't care what area, but I would like it to have a 4 star rating. 
system: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. 
user: That sounds perfect so long as it has free parking.
system: It certainly does. Would you like to make a reservation? 
user: Yes.  I'll need it for 4 people starting on Saturday.  We'll be there for 5 nights.
system: I'm sorry, the Warkworth is unavailable for your dates. Perhaps you are flexible with your dates?
user: Well, is it available for at least 4 nights?
system: I'm sorry, four nights isn't possible either.
user: Can you please check if the Warkworth house is available for 3 nights starting on Saturday for 5 people?"
1056,194,6,"user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: No, I really don't care what area, but I would like it to have a 4 star rating. 
system: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. 
user: That sounds perfect so long as it has free parking.
system: It certainly does. Would you like to make a reservation? 
user: Yes.  I'll need it for 4 people starting on Saturday.  We'll be there for 5 nights.
system: I'm sorry, the Warkworth is unavailable for your dates. Perhaps you are flexible with your dates?
user: Well, is it available for at least 4 nights?
system: I'm sorry, four nights isn't possible either.
user: Actually, I misspoke. I need the room for 5 people, for 5 nights, starting Saturday. If that doesn't work, 4 nights is fine. 
system: Your reservation for 5 people has been made for a 4 day stay at Warkworth House, arriving Saturday. Your reference number is 6DF5Q5QJ. Is there anything else I can do?",user: Is there an additional charge for each extra person staying in the room at Warkworth House?,"user: I'm looking for a place to stay. Are there any guesthouses that are moderately priced?
system: Oh, yes. I have about 15 different options for you. Is there an area of town you prefer to stay in?
user: No, I really don't care what area, but I would like it to have a 4 star rating. 
system: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. 
user: That sounds perfect so long as it has free parking.
system: It certainly does. Would you like to make a reservation? 
user: Yes.  I'll need it for 4 people starting on Saturday.  We'll be there for 5 nights.
system: I'm sorry, the Warkworth is unavailable for your dates. Perhaps you are flexible with your dates?
user: Well, is it available for at least 4 nights?
system: I'm sorry, four nights isn't possible either.
user: Actually, I misspoke. I need the room for 5 people, for 5 nights, starting Saturday. If that doesn't work, 4 nights is fine. 
system: Your reservation for 5 people has been made for a 4 day stay at Warkworth House, arriving Saturday. Your reference number is 6DF5Q5QJ. Is there anything else I can do?
user: Is there an additional charge for each extra person staying in the room at Warkworth House?"
1057,195,0,,"user: Hi, I'm looking for a hotel called lovell lodge. I want to book it for 5 people and 5 nights starting from Sunday. Can you help me with that?","user: Hi, I'm looking for a hotel called lovell lodge. I want to book it for 5 people and 5 nights starting from Sunday. Can you help me with that?"
1058,195,1,"user: Good morning. Would you be able to tell me if you have any info on a certain hotel?
system: Absolutely? What was the name of the hotel and I can get that information for you. ",user: The hotel I'm looking for is called Lovell Lodge. I would like to book it for 5 people and 5 nights starting from this Sunday. Can you help me with that and provide me with the reference number once the booking is confirmed?,"user: Good morning. Would you be able to tell me if you have any info on a certain hotel?
system: Absolutely? What was the name of the hotel and I can get that information for you. 
user: The hotel I'm looking for is called Lovell Lodge. I would like to book it for 5 people and 5 nights starting from this Sunday. Can you help me with that and provide me with the reference number once the booking is confirmed?"
1059,195,2,"user: Good morning. Would you be able to tell me if you have any info on a certain hotel?
system: Absolutely? What was the name of the hotel and I can get that information for you. 
user: The hotel is the Lovell Lodge, I need to make a reservation if you can find it.
system: I have it here. It's moderately priced and is in the north. They offer free wifi and parking. Can you tell me how many to book for and how long?",user: I would like to book the Lovell Lodge for 5 people for 5 nights starting from Sunday. Could you also provide me with the reference number for the booking?,"user: Good morning. Would you be able to tell me if you have any info on a certain hotel?
system: Absolutely? What was the name of the hotel and I can get that information for you. 
user: The hotel is the Lovell Lodge, I need to make a reservation if you can find it.
system: I have it here. It's moderately priced and is in the north. They offer free wifi and parking. Can you tell me how many to book for and how long?
user: I would like to book the Lovell Lodge for 5 people for 5 nights starting from Sunday. Could you also provide me with the reference number for the booking?"
1060,195,3,"user: Good morning. Would you be able to tell me if you have any info on a certain hotel?
system: Absolutely? What was the name of the hotel and I can get that information for you. 
user: The hotel is the Lovell Lodge, I need to make a reservation if you can find it.
system: I have it here. It's moderately priced and is in the north. They offer free wifi and parking. Can you tell me how many to book for and how long?
user: Yes, I'd like to book 5 people for 5 nights starting Sunday.
system: Your reservation is all set. Your reference number is J6J0AACJ.",user: Thank you for the information. What are the amenities available at Lovell Lodge?,"user: Good morning. Would you be able to tell me if you have any info on a certain hotel?
system: Absolutely? What was the name of the hotel and I can get that information for you. 
user: The hotel is the Lovell Lodge, I need to make a reservation if you can find it.
system: I have it here. It's moderately priced and is in the north. They offer free wifi and parking. Can you tell me how many to book for and how long?
user: Yes, I'd like to book 5 people for 5 nights starting Sunday.
system: Your reservation is all set. Your reference number is J6J0AACJ.
user: Thank you for the information. What are the amenities available at Lovell Lodge?"
1061,196,0,,"user: Hi, I'm looking for a hotel called alexander bed and breakfast. I want to book it for 6 people and 3 nights starting from Thursday. Can you help me with that?","user: Hi, I'm looking for a hotel called alexander bed and breakfast. I want to book it for 6 people and 3 nights starting from Thursday. Can you help me with that?"
1062,196,1,"user: I want to find some information about a hotel called alexander bed and breakfast.
system: Alexander bed and breakfast	is a guesthouse in the cheap price range in the centre of town.",user: Can you provide me with the contact information for Alexander bed and breakfast?,"user: I want to find some information about a hotel called alexander bed and breakfast.
system: Alexander bed and breakfast	is a guesthouse in the cheap price range in the centre of town.
user: Can you provide me with the contact information for Alexander bed and breakfast?"
1063,197,0,,user: I'm looking for a place to stay.,user: I'm looking for a place to stay.
1064,197,1,"user: Hi! Are there any guesthouses in town that have free parking?
system: Yes, indeed. We have more than 20. Do you have any additional preferences?","user: Yes, I am specifically looking for a guesthouse with free parking that is in the cheap price range and has a 4-star rating.","user: Hi! Are there any guesthouses in town that have free parking?
system: Yes, indeed. We have more than 20. Do you have any additional preferences?
user: Yes, I am specifically looking for a guesthouse with free parking that is in the cheap price range and has a 4-star rating."
1065,197,2,"user: Hi! Are there any guesthouses in town that have free parking?
system: Yes, indeed. We have more than 20. Do you have any additional preferences?
user: I would like something cheap and a 4-star rated guesthouse would be better. 
system: How about the alexander bed and breakfast?  It's got a 4 star rating and is cheap.",user: That sounds great! I would like to book the Alexander Bed and Breakfast for 6 people for 5 nights starting from Sunday. Can you confirm if they have free parking available?,"user: Hi! Are there any guesthouses in town that have free parking?
system: Yes, indeed. We have more than 20. Do you have any additional preferences?
user: I would like something cheap and a 4-star rated guesthouse would be better. 
system: How about the alexander bed and breakfast?  It's got a 4 star rating and is cheap.
user: That sounds great! I would like to book the Alexander Bed and Breakfast for 6 people for 5 nights starting from Sunday. Can you confirm if they have free parking available?"
1066,197,3,"user: Hi! Are there any guesthouses in town that have free parking?
system: Yes, indeed. We have more than 20. Do you have any additional preferences?
user: I would like something cheap and a 4-star rated guesthouse would be better. 
system: How about the alexander bed and breakfast?  It's got a 4 star rating and is cheap.
user: Can you make me a booking for 6 of us starting on sunday for 5 nights?
system: Yes. I made a reservation for you at the Alexander for 6 people, 5 nights, starting Sunday. The reference number is Y7X3UYY5. Can I help you with anything else?",user: Thank you for booking the Alexander guesthouse for us! It sounds perfect.,"user: Hi! Are there any guesthouses in town that have free parking?
system: Yes, indeed. We have more than 20. Do you have any additional preferences?
user: I would like something cheap and a 4-star rated guesthouse would be better. 
system: How about the alexander bed and breakfast?  It's got a 4 star rating and is cheap.
user: Can you make me a booking for 6 of us starting on sunday for 5 nights?
system: Yes. I made a reservation for you at the Alexander for 6 people, 5 nights, starting Sunday. The reference number is Y7X3UYY5. Can I help you with anything else?
user: Thank you for booking the Alexander guesthouse for us! It sounds perfect."
1067,198,0,,"user: Hi, I'm looking for a hotel called el shaddai. Can you tell me the area it's located in, if they have internet, and the price range?","user: Hi, I'm looking for a hotel called el shaddai. Can you tell me the area it's located in, if they have internet, and the price range?"
1068,198,1,"user: I need to make a reservation at a hotel called El Shaddai
system: Sure, could you tell me when you what day you would like to book your stay at the El Shaddai at 41 Warkworth Street?","user: Yes, I would like to know if the hotel El Shaddai has internet access, what area it is located in, and what the price range is.","user: I need to make a reservation at a hotel called El Shaddai
system: Sure, could you tell me when you what day you would like to book your stay at the El Shaddai at 41 Warkworth Street?
user: Yes, I would like to know if the hotel El Shaddai has internet access, what area it is located in, and what the price range is."
1069,198,2,"user: I need to make a reservation at a hotel called El Shaddai
system: Sure, could you tell me when you what day you would like to book your stay at the El Shaddai at 41 Warkworth Street?
user: Just gathering information about the hotel first. Could you tell me what area of the city they're in, the price, and if they have internet connectivity?
system: Sure! They're in the Centre area. They're cheap and offer internet connectivity.",user: Can you please provide me with the price range for rooms at El Shaddai in the Centre area and confirm if they offer internet connectivity?,"user: I need to make a reservation at a hotel called El Shaddai
system: Sure, could you tell me when you what day you would like to book your stay at the El Shaddai at 41 Warkworth Street?
user: Just gathering information about the hotel first. Could you tell me what area of the city they're in, the price, and if they have internet connectivity?
system: Sure! They're in the Centre area. They're cheap and offer internet connectivity.
user: Can you please provide me with the price range for rooms at El Shaddai in the Centre area and confirm if they offer internet connectivity?"
1070,198,3,"user: I need to make a reservation at a hotel called El Shaddai
system: Sure, could you tell me when you what day you would like to book your stay at the El Shaddai at 41 Warkworth Street?
user: Just gathering information about the hotel first. Could you tell me what area of the city they're in, the price, and if they have internet connectivity?
system: Sure! They're in the Centre area. They're cheap and offer internet connectivity.
user: Great, I would like to book that hotel, please.
system: From what day do you want to book?",user: Can you confirm if the hotel El Shaddai at 41 Warkworth Street in Centre area offers internet connectivity and its price range?,"user: I need to make a reservation at a hotel called El Shaddai
system: Sure, could you tell me when you what day you would like to book your stay at the El Shaddai at 41 Warkworth Street?
user: Just gathering information about the hotel first. Could you tell me what area of the city they're in, the price, and if they have internet connectivity?
system: Sure! They're in the Centre area. They're cheap and offer internet connectivity.
user: Great, I would like to book that hotel, please.
system: From what day do you want to book?
user: Can you confirm if the hotel El Shaddai at 41 Warkworth Street in Centre area offers internet connectivity and its price range?"
1071,198,4,"user: I need to make a reservation at a hotel called El Shaddai
system: Sure, could you tell me when you what day you would like to book your stay at the El Shaddai at 41 Warkworth Street?
user: Just gathering information about the hotel first. Could you tell me what area of the city they're in, the price, and if they have internet connectivity?
system: Sure! They're in the Centre area. They're cheap and offer internet connectivity.
user: Great, I would like to book that hotel, please.
system: From what day do you want to book?
user: Actually I think I'll travel there myself thank you. 
system: Is there anything else I can do for you today, then?","user: Yes, before I go, could you confirm if the hotel El Shaddai offers free wi-fi for guests staying there?","user: I need to make a reservation at a hotel called El Shaddai
system: Sure, could you tell me when you what day you would like to book your stay at the El Shaddai at 41 Warkworth Street?
user: Just gathering information about the hotel first. Could you tell me what area of the city they're in, the price, and if they have internet connectivity?
system: Sure! They're in the Centre area. They're cheap and offer internet connectivity.
user: Great, I would like to book that hotel, please.
system: From what day do you want to book?
user: Actually I think I'll travel there myself thank you. 
system: Is there anything else I can do for you today, then?
user: Yes, before I go, could you confirm if the hotel El Shaddai offers free wi-fi for guests staying there?"
1072,199,0,,"user: Hi, can you help me find a hotel in the north with a 0-star rating but in the cheap price range and is a hotel type?","user: Hi, can you help me find a hotel in the north with a 0-star rating but in the cheap price range and is a hotel type?"
1073,199,1,"user: I need to stay in the north, 0 stars. 
system: I have found a guestgouse with a cheap price range. Would you like me to book it?","user: Yes, please book the guesthouse for 4 people and 3 nights starting from Friday. If the booking fails, can you suggest a different hotel in the same price range? And please provide the reference number.","user: I need to stay in the north, 0 stars. 
system: I have found a guestgouse with a cheap price range. Would you like me to book it?
user: Yes, please book the guesthouse for 4 people and 3 nights starting from Friday. If the booking fails, can you suggest a different hotel in the same price range? And please provide the reference number."
1074,199,2,"user: I need to stay in the north, 0 stars. 
system: I have found a guestgouse with a cheap price range. Would you like me to book it?
user: Actually I would prefer a moderate hotel.
system: I have the Archway House that is 4 stars. And is located in the north. Would you like me to try to book that?","user: Yes, please try to book the Archway House for 4 people for 3 nights starting from Friday. If the booking fails, find a different hotel in the same price range. Can you also provide me with the reference number?","user: I need to stay in the north, 0 stars. 
system: I have found a guestgouse with a cheap price range. Would you like me to book it?
user: Actually I would prefer a moderate hotel.
system: I have the Archway House that is 4 stars. And is located in the north. Would you like me to try to book that?
user: Yes, please try to book the Archway House for 4 people for 3 nights starting from Friday. If the booking fails, find a different hotel in the same price range. Can you also provide me with the reference number?"
1075,199,3,"user: I need to stay in the north, 0 stars. 
system: I have found a guestgouse with a cheap price range. Would you like me to book it?
user: Actually I would prefer a moderate hotel.
system: I have the Archway House that is 4 stars. And is located in the north. Would you like me to try to book that?
user: I'm sorry, I misspoke a moment ago. I need a hotel in the cheap range if you can find one.
system: The City Centre North B&B is a cheap, 0-star guesthouse in the north. Would you like me to try booking a room there?","user: Yes, please go ahead and try booking a room at the City Centre North B&B for 4 people for 3 nights starting from Friday. If the booking fails, please suggest a different hotel in the same price range. And could you also provide me with the reference number in case the booking is successful?","user: I need to stay in the north, 0 stars. 
system: I have found a guestgouse with a cheap price range. Would you like me to book it?
user: Actually I would prefer a moderate hotel.
system: I have the Archway House that is 4 stars. And is located in the north. Would you like me to try to book that?
user: I'm sorry, I misspoke a moment ago. I need a hotel in the cheap range if you can find one.
system: The City Centre North B&B is a cheap, 0-star guesthouse in the north. Would you like me to try booking a room there?
user: Yes, please go ahead and try booking a room at the City Centre North B&B for 4 people for 3 nights starting from Friday. If the booking fails, please suggest a different hotel in the same price range. And could you also provide me with the reference number in case the booking is successful?"
1076,199,4,"user: I need to stay in the north, 0 stars. 
system: I have found a guestgouse with a cheap price range. Would you like me to book it?
user: Actually I would prefer a moderate hotel.
system: I have the Archway House that is 4 stars. And is located in the north. Would you like me to try to book that?
user: I'm sorry, I misspoke a moment ago. I need a hotel in the cheap range if you can find one.
system: The City Centre North B&B is a cheap, 0-star guesthouse in the north. Would you like me to try booking a room there?
user: Yes, please. I need rooms for 3 nights for 4 people beginning Friday.
system: Unfortunately I could not book that for you. Would you like to try another hotel?","user: Yes, please try booking a different hotel in the same price range.","user: I need to stay in the north, 0 stars. 
system: I have found a guestgouse with a cheap price range. Would you like me to book it?
user: Actually I would prefer a moderate hotel.
system: I have the Archway House that is 4 stars. And is located in the north. Would you like me to try to book that?
user: I'm sorry, I misspoke a moment ago. I need a hotel in the cheap range if you can find one.
system: The City Centre North B&B is a cheap, 0-star guesthouse in the north. Would you like me to try booking a room there?
user: Yes, please. I need rooms for 3 nights for 4 people beginning Friday.
system: Unfortunately I could not book that for you. Would you like to try another hotel?
user: Yes, please try booking a different hotel in the same price range."
1077,199,5,"user: I need to stay in the north, 0 stars. 
system: I have found a guestgouse with a cheap price range. Would you like me to book it?
user: Actually I would prefer a moderate hotel.
system: I have the Archway House that is 4 stars. And is located in the north. Would you like me to try to book that?
user: I'm sorry, I misspoke a moment ago. I need a hotel in the cheap range if you can find one.
system: The City Centre North B&B is a cheap, 0-star guesthouse in the north. Would you like me to try booking a room there?
user: Yes, please. I need rooms for 3 nights for 4 people beginning Friday.
system: Unfortunately I could not book that for you. Would you like to try another hotel?
user: Yes please find another hotel.
system: I was able to book you for the Worth house which meets all of your criteria, your reference number is RJUMPPNC","user: Great, thank you for booking the Worth House for 4 people for 3 nights starting from Friday.","user: I need to stay in the north, 0 stars. 
system: I have found a guestgouse with a cheap price range. Would you like me to book it?
user: Actually I would prefer a moderate hotel.
system: I have the Archway House that is 4 stars. And is located in the north. Would you like me to try to book that?
user: I'm sorry, I misspoke a moment ago. I need a hotel in the cheap range if you can find one.
system: The City Centre North B&B is a cheap, 0-star guesthouse in the north. Would you like me to try booking a room there?
user: Yes, please. I need rooms for 3 nights for 4 people beginning Friday.
system: Unfortunately I could not book that for you. Would you like to try another hotel?
user: Yes please find another hotel.
system: I was able to book you for the Worth house which meets all of your criteria, your reference number is RJUMPPNC
user: Great, thank you for booking the Worth House for 4 people for 3 nights starting from Friday."
1078,200,0,,"user: Hi, I'm looking for a hotel called Kirkwood House. Do you know if they have internet access and what is their postcode?","user: Hi, I'm looking for a hotel called Kirkwood House. Do you know if they have internet access and what is their postcode?"
1079,200,1,"user: I am looking for information about the kirkwood hotel.
system: Great! What would you like to know about it?",user: Do you know if the Kirkwood House hotel provides internet access and what their postcode is?,"user: I am looking for information about the kirkwood hotel.
system: Great! What would you like to know about it?
user: Do you know if the Kirkwood House hotel provides internet access and what their postcode is?"
1080,200,2,"user: I am looking for information about the kirkwood hotel.
system: Great! What would you like to know about it?
user: Do they have internet, and also what is the postcode?
system: Yes, they have free wifi and their postcode is cb42da. Would you like me to book a room for you?","user: Yes, please book a room for me at the Kirkwood House hotel with the postcode CB4 2DA. Can you confirm that they have internet access as well?","user: I am looking for information about the kirkwood hotel.
system: Great! What would you like to know about it?
user: Do they have internet, and also what is the postcode?
system: Yes, they have free wifi and their postcode is cb42da. Would you like me to book a room for you?
user: Yes, please book a room for me at the Kirkwood House hotel with the postcode CB4 2DA. Can you confirm that they have internet access as well?"
