,dia_no,turn_no,context,response,dia
172,31,0,,"user: Can you please search for Warkworth House hotel and check the availability for 1 person for 5 nights starting from Thursday, and if it's not available, suggest an alternative hotel in the same price range?","user: Can you please search for Warkworth House hotel and check the availability for 1 person for 5 nights starting from Thursday, and if it's not available, suggest an alternative hotel in the same price range?"
173,31,1,"user: I am looking for the Warkworth House hotel. 
system: Warkworth House is a 4 star moderately priced guesthouse on the eastside. It offers free wifi and parking. Would you like the address or phone number?","user: No, I'd like to book a room for 1 person for 5 nights starting from Thursday, is this possible?","user: I am looking for the Warkworth House hotel. 
system: Warkworth House is a 4 star moderately priced guesthouse on the eastside. It offers free wifi and parking. Would you like the address or phone number?
user: No, I'd like to book a room for 1 person for 5 nights starting from Thursday, is this possible?"
174,31,2,"user: I am looking for the Warkworth House hotel. 
system: Warkworth House is a 4 star moderately priced guesthouse on the eastside. It offers free wifi and parking. Would you like the address or phone number?
user: No, I think I would like to book it for myself for 5 nights.
system: Of course, what day would you like your reservation to begin?","user: I'd like to check in on Thursday, is that possible?","user: I am looking for the Warkworth House hotel. 
system: Warkworth House is a 4 star moderately priced guesthouse on the eastside. It offers free wifi and parking. Would you like the address or phone number?
user: No, I think I would like to book it for myself for 5 nights.
system: Of course, what day would you like your reservation to begin?
user: I'd like to check in on Thursday, is that possible?"
175,31,3,"user: I am looking for the Warkworth House hotel. 
system: Warkworth House is a 4 star moderately priced guesthouse on the eastside. It offers free wifi and parking. Would you like the address or phone number?
user: No, I think I would like to book it for myself for 5 nights.
system: Of course, what day would you like your reservation to begin?
user: On Thursday please. Can I have the reference number once it's booked?
system: I'm very sorry, but there are no rooms available for five days starting on Thursday. Should I try to find a different hotel?","user: Yes, please find another hotel in the same price range with availability for 5 nights starting on Thursday.","user: I am looking for the Warkworth House hotel. 
system: Warkworth House is a 4 star moderately priced guesthouse on the eastside. It offers free wifi and parking. Would you like the address or phone number?
user: No, I think I would like to book it for myself for 5 nights.
system: Of course, what day would you like your reservation to begin?
user: On Thursday please. Can I have the reference number once it's booked?
system: I'm very sorry, but there are no rooms available for five days starting on Thursday. Should I try to find a different hotel?
user: Yes, please find another hotel in the same price range with availability for 5 nights starting on Thursday."
176,31,4,"user: I am looking for the Warkworth House hotel. 
system: Warkworth House is a 4 star moderately priced guesthouse on the eastside. It offers free wifi and parking. Would you like the address or phone number?
user: No, I think I would like to book it for myself for 5 nights.
system: Of course, what day would you like your reservation to begin?
user: On Thursday please. Can I have the reference number once it's booked?
system: I'm very sorry, but there are no rooms available for five days starting on Thursday. Should I try to find a different hotel?
user: Sure, as long as it is in the same price range. And can I get the reference number once you book it, please?
system: Alright. I was able to book you a room at the carolina bed and breakfast. Your reference number is OZ7QG2OK. Is there anything else you need? ","user: I'd like to confirm the details - is the Carolina Bed and Breakfast a 4-star hotel, and are the dates of my stay still Thursday for 5 nights?","user: I am looking for the Warkworth House hotel. 
system: Warkworth House is a 4 star moderately priced guesthouse on the eastside. It offers free wifi and parking. Would you like the address or phone number?
user: No, I think I would like to book it for myself for 5 nights.
system: Of course, what day would you like your reservation to begin?
user: On Thursday please. Can I have the reference number once it's booked?
system: I'm very sorry, but there are no rooms available for five days starting on Thursday. Should I try to find a different hotel?
user: Sure, as long as it is in the same price range. And can I get the reference number once you book it, please?
system: Alright. I was able to book you a room at the carolina bed and breakfast. Your reference number is OZ7QG2OK. Is there anything else you need? 
user: I'd like to confirm the details - is the Carolina Bed and Breakfast a 4-star hotel, and are the dates of my stay still Thursday for 5 nights?"
177,32,0,,"user: Can you please find a 4- or 5-star guesthouse in the east side of the city that offers free parking and falls within the expensive price range, or if not available, a luxurious hotel with the same amenities and criteria?","user: Can you please find a 4- or 5-star guesthouse in the east side of the city that offers free parking and falls within the expensive price range, or if not available, a luxurious hotel with the same amenities and criteria?"
178,32,1,"user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?","user: Can we try to find an expensive hotel in the east of Cambridge that includes free parking instead, and can you also provide the phone number and star rating of the hotel?","user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can we try to find an expensive hotel in the east of Cambridge that includes free parking instead, and can you also provide the phone number and star rating of the hotel?"
179,32,2,"user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can you search for hotels instead of a guesthouse?
system: I have expensive hotels in the east, centre, and south areas of town. Do you have a preference?","user: I'd like to find one in the east area of town, and can you please provide me with the phone number and star rating of the hotel you recommend?","user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can you search for hotels instead of a guesthouse?
system: I have expensive hotels in the east, centre, and south areas of town. Do you have a preference?
user: I'd like to find one in the east area of town, and can you please provide me with the phone number and star rating of the hotel you recommend?"
180,32,3,"user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can you search for hotels instead of a guesthouse?
system: I have expensive hotels in the east, centre, and south areas of town. Do you have a preference?
user: The east would be great.
system: There is one in the east. It is express by holiday inn cambridge. Do you need a booking?",user: Can you please provide me with the phone number and star rating of the Express by Holiday Inn Cambridge before I decide on booking?,"user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can you search for hotels instead of a guesthouse?
system: I have expensive hotels in the east, centre, and south areas of town. Do you have a preference?
user: The east would be great.
system: There is one in the east. It is express by holiday inn cambridge. Do you need a booking?
user: Can you please provide me with the phone number and star rating of the Express by Holiday Inn Cambridge before I decide on booking?"
181,32,4,"user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can you search for hotels instead of a guesthouse?
system: I have expensive hotels in the east, centre, and south areas of town. Do you have a preference?
user: The east would be great.
system: There is one in the east. It is express by holiday inn cambridge. Do you need a booking?
user: Does the Holiday Inn Cambridge have free parking? I forgot to tell you I need that.
system: Yes, it has free parking. Would you like me to book that for you?","user: Can I also get the phone number and star rating of the Express by Holiday Inn Cambridge, please?","user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can you search for hotels instead of a guesthouse?
system: I have expensive hotels in the east, centre, and south areas of town. Do you have a preference?
user: The east would be great.
system: There is one in the east. It is express by holiday inn cambridge. Do you need a booking?
user: Does the Holiday Inn Cambridge have free parking? I forgot to tell you I need that.
system: Yes, it has free parking. Would you like me to book that for you?
user: Can I also get the phone number and star rating of the Express by Holiday Inn Cambridge, please?"
182,32,5,"user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can you search for hotels instead of a guesthouse?
system: I have expensive hotels in the east, centre, and south areas of town. Do you have a preference?
user: The east would be great.
system: There is one in the east. It is express by holiday inn cambridge. Do you need a booking?
user: Does the Holiday Inn Cambridge have free parking? I forgot to tell you I need that.
system: Yes, it has free parking. Would you like me to book that for you?
user: No, what is the phone number for the hotel?
system: It is 01223866800.  May I help with anything else?",user: Can you also tell me what star rating the Express by Holiday Inn Cambridge has?,"user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can you search for hotels instead of a guesthouse?
system: I have expensive hotels in the east, centre, and south areas of town. Do you have a preference?
user: The east would be great.
system: There is one in the east. It is express by holiday inn cambridge. Do you need a booking?
user: Does the Holiday Inn Cambridge have free parking? I forgot to tell you I need that.
system: Yes, it has free parking. Would you like me to book that for you?
user: No, what is the phone number for the hotel?
system: It is 01223866800.  May I help with anything else?
user: Can you also tell me what star rating the Express by Holiday Inn Cambridge has?"
183,32,6,"user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can you search for hotels instead of a guesthouse?
system: I have expensive hotels in the east, centre, and south areas of town. Do you have a preference?
user: The east would be great.
system: There is one in the east. It is express by holiday inn cambridge. Do you need a booking?
user: Does the Holiday Inn Cambridge have free parking? I forgot to tell you I need that.
system: Yes, it has free parking. Would you like me to book that for you?
user: No, what is the phone number for the hotel?
system: It is 01223866800.  May I help with anything else?
user: Yes, can you please tell me how many stars it has? 
system: It is a 2 star hotel. Would you like me to make those reservations?","user: I was looking for a more upscale hotel, is there a 4 or 5 star hotel in the east of Cambridge that offers free parking?","user: I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge
system: I'm sorry I don't have any matches. Should we try a different price range?
user: Can you search for hotels instead of a guesthouse?
system: I have expensive hotels in the east, centre, and south areas of town. Do you have a preference?
user: The east would be great.
system: There is one in the east. It is express by holiday inn cambridge. Do you need a booking?
user: Does the Holiday Inn Cambridge have free parking? I forgot to tell you I need that.
system: Yes, it has free parking. Would you like me to book that for you?
user: No, what is the phone number for the hotel?
system: It is 01223866800.  May I help with anything else?
user: Yes, can you please tell me how many stars it has? 
system: It is a 2 star hotel. Would you like me to make those reservations?
user: I was looking for a more upscale hotel, is there a 4 or 5 star hotel in the east of Cambridge that offers free parking?"
184,33,0,,"user: Can you please provide me with a list of affordable hotels in the east side of the city that offer free parking, and I'd like to book one of them for 2 people for 2 nights starting from Friday?","user: Can you please provide me with a list of affordable hotels in the east side of the city that offer free parking, and I'd like to book one of them for 2 people for 2 nights starting from Friday?"
185,33,1,"user: I am looking for a place to stay. The hotel should be in the cheap price range and should include free parking
system: You can try alexander bed and breakfast",user: Is the Alexander Bed and Breakfast located in the east and can you tell me more about the prices and availability for a 2-night stay starting from Friday for 2 people?,"user: I am looking for a place to stay. The hotel should be in the cheap price range and should include free parking
system: You can try alexander bed and breakfast
user: Is the Alexander Bed and Breakfast located in the east and can you tell me more about the prices and availability for a 2-night stay starting from Friday for 2 people?"
186,33,2,"user: I am looking for a place to stay. The hotel should be in the cheap price range and should include free parking
system: You can try alexander bed and breakfast
user: Is it in the east?
system: No. Allenbell, autumn house and leverton house are guesthouses in the east in the cheap price range. All have 4 stars.","user: Can you tell me more about Allenbell, Autumn House, and Leverton House, such as their prices and availability for 2 people for 2 nights starting from Friday?","user: I am looking for a place to stay. The hotel should be in the cheap price range and should include free parking
system: You can try alexander bed and breakfast
user: Is it in the east?
system: No. Allenbell, autumn house and leverton house are guesthouses in the east in the cheap price range. All have 4 stars.
user: Can you tell me more about Allenbell, Autumn House, and Leverton House, such as their prices and availability for 2 people for 2 nights starting from Friday?"
187,33,3,"user: I am looking for a place to stay. The hotel should be in the cheap price range and should include free parking
system: You can try alexander bed and breakfast
user: Is it in the east?
system: No. Allenbell, autumn house and leverton house are guesthouses in the east in the cheap price range. All have 4 stars.
user:  book it for 2 people and 2 nights starting from friday. 
system: Booking was successful. Reference number is : ZC6VCAWB.","user: Can I get more details about Autumn House, such as the exact address and price per night?","user: I am looking for a place to stay. The hotel should be in the cheap price range and should include free parking
system: You can try alexander bed and breakfast
user: Is it in the east?
system: No. Allenbell, autumn house and leverton house are guesthouses in the east in the cheap price range. All have 4 stars.
user:  book it for 2 people and 2 nights starting from friday. 
system: Booking was successful. Reference number is : ZC6VCAWB.
user: Can I get more details about Autumn House, such as the exact address and price per night?"
188,34,0,,"user: Do you know of any 4 or 5-star hotels in the eastern part of the city that offer free parking and don't necessarily have internet, and if not, can you suggest one with free wifi?","user: Do you know of any 4 or 5-star hotels in the eastern part of the city that offer free parking and don't necessarily have internet, and if not, can you suggest one with free wifi?"
189,34,1,"user: I need a place to stay that doesn't have to have internet and is in the expensive price range please.
system: I have 5 different ones all around town. Did you prefer to stay in a certain area? ","user: I'd prefer to stay in the eastern part of town, and also, does any of them offer free parking?","user: I need a place to stay that doesn't have to have internet and is in the expensive price range please.
system: I have 5 different ones all around town. Did you prefer to stay in a certain area? 
user: I'd prefer to stay in the eastern part of town, and also, does any of them offer free parking?"
190,34,2,"user: I need a place to stay that doesn't have to have internet and is in the expensive price range please.
system: I have 5 different ones all around town. Did you prefer to stay in a certain area? 
user: Yes, on the east side please.
system: The express by Holiday Inn Cambridge meets your needs, would you like to book it?",user: Does it include free parking and what is the address and star rating of the hotel?,"user: I need a place to stay that doesn't have to have internet and is in the expensive price range please.
system: I have 5 different ones all around town. Did you prefer to stay in a certain area? 
user: Yes, on the east side please.
system: The express by Holiday Inn Cambridge meets your needs, would you like to book it?
user: Does it include free parking and what is the address and star rating of the hotel?"
191,34,3,"user: I need a place to stay that doesn't have to have internet and is in the expensive price range please.
system: I have 5 different ones all around town. Did you prefer to stay in a certain area? 
user: Yes, on the east side please.
system: The express by Holiday Inn Cambridge meets your needs, would you like to book it?
user: Does it have free parking?
system: Yes, it does.","user: What's the address and star rating of The Express by Holiday Inn Cambridge, and is there a chance it also offers free WiFi?","user: I need a place to stay that doesn't have to have internet and is in the expensive price range please.
system: I have 5 different ones all around town. Did you prefer to stay in a certain area? 
user: Yes, on the east side please.
system: The express by Holiday Inn Cambridge meets your needs, would you like to book it?
user: Does it have free parking?
system: Yes, it does.
user: What's the address and star rating of The Express by Holiday Inn Cambridge, and is there a chance it also offers free WiFi?"
192,34,4,"user: I need a place to stay that doesn't have to have internet and is in the expensive price range please.
system: I have 5 different ones all around town. Did you prefer to stay in a certain area? 
user: Yes, on the east side please.
system: The express by Holiday Inn Cambridge meets your needs, would you like to book it?
user: Does it have free parking?
system: Yes, it does.
user: I'm not ready to book.  Can you just tell me what the address is?  Oh, and how many stars is it?
system: Sure.  It's a two star hotel and the address is 15-17 Norman Way, Coldhams Business Park.  Anything else?",user: Are there any other options on the east side that have free parking and more than two stars?,"user: I need a place to stay that doesn't have to have internet and is in the expensive price range please.
system: I have 5 different ones all around town. Did you prefer to stay in a certain area? 
user: Yes, on the east side please.
system: The express by Holiday Inn Cambridge meets your needs, would you like to book it?
user: Does it have free parking?
system: Yes, it does.
user: I'm not ready to book.  Can you just tell me what the address is?  Oh, and how many stars is it?
system: Sure.  It's a two star hotel and the address is 15-17 Norman Way, Coldhams Business Park.  Anything else?
user: Are there any other options on the east side that have free parking and more than two stars?"
193,35,0,,"user: Can you please find the Worth House hotel and book a single room for 1 person for 3 nights starting from this Friday, and also provide me with the booking reference number?","user: Can you please find the Worth House hotel and book a single room for 1 person for 3 nights starting from this Friday, and also provide me with the booking reference number?"
194,35,1,"user: I am looking for a particular hotel. Its name is called worth house.
system: It is a cheap guesthouse in the north of town. Would you like to book a room?","user: Yes, I'd like to book a room for 1 person for 3 nights starting from this Friday, can you please provide me with a reference number for the booking?","user: I am looking for a particular hotel. Its name is called worth house.
system: It is a cheap guesthouse in the north of town. Would you like to book a room?
user: Yes, I'd like to book a room for 1 person for 3 nights starting from this Friday, can you please provide me with a reference number for the booking?"
195,35,2,"user: I am looking for a particular hotel. Its name is called worth house.
system: It is a cheap guesthouse in the north of town. Would you like to book a room?
user: Yes please.  I need three nights for one person starting this Friday.  And can I get a reference number?
system: I've successfully booked your room for Friday, 1 person, staying 3 days. Your reference number is: F2X024Q6","user: Can I confirm the check-in and check-out dates as Friday to Monday, and is there any payment required to secure the booking?","user: I am looking for a particular hotel. Its name is called worth house.
system: It is a cheap guesthouse in the north of town. Would you like to book a room?
user: Yes please.  I need three nights for one person starting this Friday.  And can I get a reference number?
system: I've successfully booked your room for Friday, 1 person, staying 3 days. Your reference number is: F2X024Q6
user: Can I confirm the check-in and check-out dates as Friday to Monday, and is there any payment required to secure the booking?"
196,36,0,,user: Can you please recommend a few guesthouses in the north that offer free parking and can accommodate 5 people for 5 nights starting from Friday?,user: Can you please recommend a few guesthouses in the north that offer free parking and can accommodate 5 people for 5 nights starting from Friday?
197,36,1,"user: Hi, I am looking for a guesthouse that includes free parking.  Do you have anything available?
system: How about the Acorn Guest House in the north side of town?","user: Is the Acorn Guest House available for 5 people for 5 nights starting from this Friday, and can you provide a reference number for the booking?","user: Hi, I am looking for a guesthouse that includes free parking.  Do you have anything available?
system: How about the Acorn Guest House in the north side of town?
user: Is the Acorn Guest House available for 5 people for 5 nights starting from this Friday, and can you provide a reference number for the booking?"
198,36,2,"user: Hi, I am looking for a guesthouse that includes free parking.  Do you have anything available?
system: How about the Acorn Guest House in the north side of town?
user: That sounds great! 
system: Would you like me to book a room for you?","user: Yes, please book a room for 5 people for 5 nights starting from Friday and can I get a reference number for the booking?","user: Hi, I am looking for a guesthouse that includes free parking.  Do you have anything available?
system: How about the Acorn Guest House in the north side of town?
user: That sounds great! 
system: Would you like me to book a room for you?
user: Yes, please book a room for 5 people for 5 nights starting from Friday and can I get a reference number for the booking?"
199,36,3,"user: Hi, I am looking for a guesthouse that includes free parking.  Do you have anything available?
system: How about the Acorn Guest House in the north side of town?
user: That sounds great! 
system: Would you like me to book a room for you?
user: I will need the reference number please.
system: Absolutely! When would you like to visit? ","user: I'd like to book a room for 5 people for 5 nights starting from this Friday, can you please provide me with the reference number after booking?","user: Hi, I am looking for a guesthouse that includes free parking.  Do you have anything available?
system: How about the Acorn Guest House in the north side of town?
user: That sounds great! 
system: Would you like me to book a room for you?
user: I will need the reference number please.
system: Absolutely! When would you like to visit? 
user: I'd like to book a room for 5 people for 5 nights starting from this Friday, can you please provide me with the reference number after booking?"
200,36,4,"user: Hi, I am looking for a guesthouse that includes free parking.  Do you have anything available?
system: How about the Acorn Guest House in the north side of town?
user: That sounds great! 
system: Would you like me to book a room for you?
user: I will need the reference number please.
system: Absolutely! When would you like to visit? 
user: Friday. There will be 5 people in my party, and I'll need a reservation for 5 nights.
system: Perfect, I was able to book the hotel for you. The reference number is 2FD2JYN8.","user: Can you confirm that the booking is for the Acorn Guest House, 5 people, 5 nights starting from this Friday, and includes free parking?","user: Hi, I am looking for a guesthouse that includes free parking.  Do you have anything available?
system: How about the Acorn Guest House in the north side of town?
user: That sounds great! 
system: Would you like me to book a room for you?
user: I will need the reference number please.
system: Absolutely! When would you like to visit? 
user: Friday. There will be 5 people in my party, and I'll need a reservation for 5 nights.
system: Perfect, I was able to book the hotel for you. The reference number is 2FD2JYN8.
user: Can you confirm that the booking is for the Acorn Guest House, 5 people, 5 nights starting from this Friday, and includes free parking?"
201,37,0,,"user: Can you please search for A and B Guest House and let me know if it's available for 7 people from Sunday to Wednesday (4 nights), and if so, book it for me and provide a reference number?","user: Can you please search for A and B Guest House and let me know if it's available for 7 people from Sunday to Wednesday (4 nights), and if so, book it for me and provide a reference number?"
202,37,1,"user: I am looking for information on a hotel.
system: Do you have a particular one in mind or any preference for where you stay or what amenities are offered?","user: I'm specifically looking for ""A and B Guest House"" and I need to book it for 7 people for 4 nights starting from Sunday, can you help me with that?","user: I am looking for information on a hotel.
system: Do you have a particular one in mind or any preference for where you stay or what amenities are offered?
user: I'm specifically looking for ""A and B Guest House"" and I need to book it for 7 people for 4 nights starting from Sunday, can you help me with that?"
203,37,2,"user: I am looking for information on a hotel.
system: Do you have a particular one in mind or any preference for where you stay or what amenities are offered?
user: I am looking for a hotel called the A and B Guest House.
system: Yes, that's a guesthouse in the east of town. Is there some particular information you'd like about it, or I could help you book a room?","user: I'd like to book a room for 7 people for 4 nights starting from Sunday, can you please let me know if it's available and what the total cost would be?","user: I am looking for information on a hotel.
system: Do you have a particular one in mind or any preference for where you stay or what amenities are offered?
user: I am looking for a hotel called the A and B Guest House.
system: Yes, that's a guesthouse in the east of town. Is there some particular information you'd like about it, or I could help you book a room?
user: I'd like to book a room for 7 people for 4 nights starting from Sunday, can you please let me know if it's available and what the total cost would be?"
204,37,3,"user: I am looking for information on a hotel.
system: Do you have a particular one in mind or any preference for where you stay or what amenities are offered?
user: I am looking for a hotel called the A and B Guest House.
system: Yes, that's a guesthouse in the east of town. Is there some particular information you'd like about it, or I could help you book a room?
user: I would like to book it for 7 people for 4 nights starting on Sunday.
system: Unfortunately the booking was unsuccessful.  Would you like for me to find another hotel?","user: Yes, please find another hotel in the same price range as A and B Guest House, and make sure I get a reference number for the booking.","user: I am looking for information on a hotel.
system: Do you have a particular one in mind or any preference for where you stay or what amenities are offered?
user: I am looking for a hotel called the A and B Guest House.
system: Yes, that's a guesthouse in the east of town. Is there some particular information you'd like about it, or I could help you book a room?
user: I would like to book it for 7 people for 4 nights starting on Sunday.
system: Unfortunately the booking was unsuccessful.  Would you like for me to find another hotel?
user: Yes, please find another hotel in the same price range as A and B Guest House, and make sure I get a reference number for the booking."
205,37,4,"user: I am looking for information on a hotel.
system: Do you have a particular one in mind or any preference for where you stay or what amenities are offered?
user: I am looking for a hotel called the A and B Guest House.
system: Yes, that's a guesthouse in the east of town. Is there some particular information you'd like about it, or I could help you book a room?
user: I would like to book it for 7 people for 4 nights starting on Sunday.
system: Unfortunately the booking was unsuccessful.  Would you like for me to find another hotel?
user: Hmm, how about a different hotel in the same price range?
system: Booking was successful. Reference number is : 6JGB7U7H. The Acorn Guest house. Need any thing else?","user: Can I get more information about The Acorn Guest house, like its location and amenities, before finalizing the booking?","user: I am looking for information on a hotel.
system: Do you have a particular one in mind or any preference for where you stay or what amenities are offered?
user: I am looking for a hotel called the A and B Guest House.
system: Yes, that's a guesthouse in the east of town. Is there some particular information you'd like about it, or I could help you book a room?
user: I would like to book it for 7 people for 4 nights starting on Sunday.
system: Unfortunately the booking was unsuccessful.  Would you like for me to find another hotel?
user: Hmm, how about a different hotel in the same price range?
system: Booking was successful. Reference number is : 6JGB7U7H. The Acorn Guest house. Need any thing else?
user: Can I get more information about The Acorn Guest house, like its location and amenities, before finalizing the booking?"
206,37,5,"user: I am looking for information on a hotel.
system: Do you have a particular one in mind or any preference for where you stay or what amenities are offered?
user: I am looking for a hotel called the A and B Guest House.
system: Yes, that's a guesthouse in the east of town. Is there some particular information you'd like about it, or I could help you book a room?
user: I would like to book it for 7 people for 4 nights starting on Sunday.
system: Unfortunately the booking was unsuccessful.  Would you like for me to find another hotel?
user: Hmm, how about a different hotel in the same price range?
system: Booking was successful. Reference number is : 6JGB7U7H. The Acorn Guest house. Need any thing else?
user: Great thank you that's all I needed today
system: Okay great. I am glad I could help.",user: Can you also send me a confirmation email with the reference number 6JGB7U7H and details of my booking at The Acorn Guest House?,"user: I am looking for information on a hotel.
system: Do you have a particular one in mind or any preference for where you stay or what amenities are offered?
user: I am looking for a hotel called the A and B Guest House.
system: Yes, that's a guesthouse in the east of town. Is there some particular information you'd like about it, or I could help you book a room?
user: I would like to book it for 7 people for 4 nights starting on Sunday.
system: Unfortunately the booking was unsuccessful.  Would you like for me to find another hotel?
user: Hmm, how about a different hotel in the same price range?
system: Booking was successful. Reference number is : 6JGB7U7H. The Acorn Guest house. Need any thing else?
user: Great thank you that's all I needed today
system: Okay great. I am glad I could help.
user: Can you also send me a confirmation email with the reference number 6JGB7U7H and details of my booking at The Acorn Guest House?"
207,38,0,,"user: Do you have any 3-star hotels in the moderate price range that offer free parking, and can you please provide the address of the recommended hotel?","user: Do you have any 3-star hotels in the moderate price range that offer free parking, and can you please provide the address of the recommended hotel?"
208,38,1,"user: I am looking for a place to stay. The hotel should have a star of 3 and should be in the moderate price range
system: I have 4 results for a moderate 3 star guesthouse, what area are you looking to stay in?","user: I'm flexible with the location, but it would be great if the hotel also includes free parking, can you show me the options with that amenity?","user: I am looking for a place to stay. The hotel should have a star of 3 and should be in the moderate price range
system: I have 4 results for a moderate 3 star guesthouse, what area are you looking to stay in?
user: I'm flexible with the location, but it would be great if the hotel also includes free parking, can you show me the options with that amenity?"
209,38,2,"user: I am looking for a place to stay. The hotel should have a star of 3 and should be in the moderate price range
system: I have 4 results for a moderate 3 star guesthouse, what area are you looking to stay in?
user: I'm not too particular about which particular area I say in, but I do need free parking. 
system: The Hamilton Lodge is a 3 star hotel in the moderate price range, it has free parking. Would you like me to book that for you? ","user: Yes, can you please provide me with the address of The Hamilton Lodge and confirm that the free parking is included in the price?","user: I am looking for a place to stay. The hotel should have a star of 3 and should be in the moderate price range
system: I have 4 results for a moderate 3 star guesthouse, what area are you looking to stay in?
user: I'm not too particular about which particular area I say in, but I do need free parking. 
system: The Hamilton Lodge is a 3 star hotel in the moderate price range, it has free parking. Would you like me to book that for you? 
user: Yes, can you please provide me with the address of The Hamilton Lodge and confirm that the free parking is included in the price?"
210,38,3,"user: I am looking for a place to stay. The hotel should have a star of 3 and should be in the moderate price range
system: I have 4 results for a moderate 3 star guesthouse, what area are you looking to stay in?
user: I'm not too particular about which particular area I say in, but I do need free parking. 
system: The Hamilton Lodge is a 3 star hotel in the moderate price range, it has free parking. Would you like me to book that for you? 
user: No, I just need the address, please.
system: The address is 156 chesterton road.","user: That sounds good, what's the next option, and can you please provide the address for that one as well?","user: I am looking for a place to stay. The hotel should have a star of 3 and should be in the moderate price range
system: I have 4 results for a moderate 3 star guesthouse, what area are you looking to stay in?
user: I'm not too particular about which particular area I say in, but I do need free parking. 
system: The Hamilton Lodge is a 3 star hotel in the moderate price range, it has free parking. Would you like me to book that for you? 
user: No, I just need the address, please.
system: The address is 156 chesterton road.
user: That sounds good, what's the next option, and can you please provide the address for that one as well?"
211,38,4,"user: I am looking for a place to stay. The hotel should have a star of 3 and should be in the moderate price range
system: I have 4 results for a moderate 3 star guesthouse, what area are you looking to stay in?
user: I'm not too particular about which particular area I say in, but I do need free parking. 
system: The Hamilton Lodge is a 3 star hotel in the moderate price range, it has free parking. Would you like me to book that for you? 
user: No, I just need the address, please.
system: The address is 156 chesterton road.
user: That's all I need, thank you!!
system: welcome next time","user: I'm actually looking for a few more options with free parking, can you give me some more addresses?","user: I am looking for a place to stay. The hotel should have a star of 3 and should be in the moderate price range
system: I have 4 results for a moderate 3 star guesthouse, what area are you looking to stay in?
user: I'm not too particular about which particular area I say in, but I do need free parking. 
system: The Hamilton Lodge is a 3 star hotel in the moderate price range, it has free parking. Would you like me to book that for you? 
user: No, I just need the address, please.
system: The address is 156 chesterton road.
user: That's all I need, thank you!!
system: welcome next time
user: I'm actually looking for a few more options with free parking, can you give me some more addresses?"
212,39,0,,user: Can I get a list of guesthouses in the north area with free parking and moderate prices that can accommodate 4 people for 3 nights starting from Monday?,user: Can I get a list of guesthouses in the north area with free parking and moderate prices that can accommodate 4 people for 3 nights starting from Monday?
213,39,1,"user: I need a hotel on the north side with free parking.
system: Okay, there are 11 places to stay that might work. Would you prefer a guesthouse or a hotel?",user: I'm looking for a guesthouse in the moderate price range.,"user: I need a hotel on the north side with free parking.
system: Okay, there are 11 places to stay that might work. Would you prefer a guesthouse or a hotel?
user: I'm looking for a guesthouse in the moderate price range."
214,39,2,"user: I need a hotel on the north side with free parking.
system: Okay, there are 11 places to stay that might work. Would you prefer a guesthouse or a hotel?
user: I'd prefer a moderate price guesthouse. 
system: That leaves us with about 7 options. Can I suggest the Acorn Guest  House? It is a 4 star moderately priced guesthouse in the north.","user: Does the Acorn Guest House have availability for 4 people for 3 nights starting from Monday, and can I get a reference number for the booking if so?","user: I need a hotel on the north side with free parking.
system: Okay, there are 11 places to stay that might work. Would you prefer a guesthouse or a hotel?
user: I'd prefer a moderate price guesthouse. 
system: That leaves us with about 7 options. Can I suggest the Acorn Guest  House? It is a 4 star moderately priced guesthouse in the north.
user: Does the Acorn Guest House have availability for 4 people for 3 nights starting from Monday, and can I get a reference number for the booking if so?"
